catalog_ra_deg,catalog_dec_deg,catalog_flux_mjy,dsa_ra_deg,dsa_dec_deg,peak_flux_jy_beam,local_rms_jy_beam,snr,dra_cosdec_arcsec,ddec_arcsec,separation_arcsec
346.66326666666663,14.729966666666666,267.29,346.66319303324525,14.730033676138166,0.2292654812335968,0.012072373164072631,19.21366190403731,-0.2563683473702834,0.24123413929112852,0.3520207941200376
342.8326916666666,14.606502777777777,258.56,342.83210756596355,14.606157785500072,0.2539212703704834,0.03288255237936973,8.458288256310599,-2.034805607379045,-1.2419695841545373,2.3838880652803724
335.7142416666666,14.687047222222223,245.11,335.71355200657547,14.686726466630883,0.2143237441778183,0.009346525168418884,22.781065565166422,-2.401655370831209,-1.1547164641196708,2.664829944433871
337.55342499999995,14.749938888888888,238.1,337.5527389739392,14.750129573886714,0.20276746153831482,0.004200895378366112,48.19199762182665,-2.3883059558007456,0.6864696324666927,2.485004204184023
346.43473333333327,14.721225,134.14,346.4347295389847,14.721307917996445,0.24921421706676483,0.01590912125967443,16.2435197622356,-0.01321125368923341,0.29850478732104224,0.29879699676807653
350.5182083333333,14.804855555555557,131.75,350.5184782331962,14.804699669335193,0.1135791763663292,0.019444718726724385,6.24006444982079,0.9393834385272228,-0.5611898279420362,1.0942464382235113
350.1290541666666,14.476994444444445,119.63,350.1284958047214,14.476767415336813,0.1174662783741951,0.022476450660824775,5.35400833624399,-1.9462803952886778,-0.8173024166825297,2.1109217459205243
351.19012083333325,14.687541666666666,115.15,351.1892553540021,14.68889747639962,0.18698853254318237,0.012917499570362269,15.398063305137029,-3.0138940428478667,4.880920810151916,5.736457552923049
337.44831249999993,14.561108333333333,107.54,337.4476383252473,14.560922241877279,0.11100105196237564,0.007064304847642779,16.348740381414615,-2.3490750356671346,-0.6699257672248755,2.4427349542646635
351.18959583333327,14.690988888888889,98.3,351.1892553540021,14.68889747639962,0.18698853254318237,0.016052410203963516,12.594718014070885,-1.1856650890958462,-7.529084067949938,7.6218704138655005
349.14260833333327,14.460169444444444,94.74,349.1425988562799,14.460113212572379,0.113950714468956,0.017572824456542728,6.92806484930197,-0.03303661143435379,-0.20243473873840376,0.20511275226847858
346.6077041666666,14.641280555555555,93.82,346.6077854775436,14.641401140988208,0.08324375003576279,0.018224223447963595,5.185273140759995,0.2832136223420799,0.43410760834850465,0.5183236165815532
344.0795208333333,14.549344444444444,76.86,344.07970654374634,14.549593895605822,0.24056394398212433,0.03175776716731488,7.9760850059655715,0.6471172192161986,0.8980244444051205,1.1068914120884807
348.73794166666664,14.556711111111111,61.38,348.7383098746603,14.55591420168756,0.057430487126111984,0.006892239091359079,8.769703739064754,1.283002421710656,-2.8688728886110755,3.1426942048381137
337.19993333333326,14.480069444444444,53.34,337.19935135997275,14.479754091999531,0.06241201236844063,0.01008156345784664,6.866647220267476,-2.0285553235839715,-1.135266225635084,2.3246217120014605
349.51190833333334,14.98956111111111,50.87,349.5113922351404,14.989505961906398,0.037713441997766495,0.004229878616798669,9.558735439630413,-1.79473330882942,-0.19853504632333008,1.8056809835738994
